Date,360ONE.NS,ABB.NS,ABCAPITAL.NS,ADANIENSOL.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ALKEM.NS,AMBER.NS,AMBUJACEM.NS,ANGELONE.NS,APLAPOLLO.NS,APOLLOHOSP.NS,ASHOKLEY.NS,ASIANPAINT.NS,ASTRAL.NS,AUBANK.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJAJHLDNG.NS,BAJFINANCE.NS,BANDHANBNK.NS,BANKBARODA.NS,BANKINDIA.NS,BDL.NS,BEL.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS,BIOCON.NS,BLUESTARCO.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,BSE.NS,CAMS.NS,CANBK.NS,CDSL.NS,CGPOWER.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,COFORGE.NS,COLPAL.NS,CONCOR.NS,CROMPTON.NS,CUMMINSIND.NS,DABUR.NS,DALBHARAT.NS,DELHIVERY.NS,DIVISLAB.NS,DIXON.NS,DLF.NS,DMART.NS,DRREDDY.NS,EICHERMOT.NS,ETERNAL.NS,EXIDEIND.NS,FEDERALBNK.NS,FORTIS.NS,GAIL.NS,GLENMARK.NS,GMRAIRPORT.NS,GODREJCP.NS,GODREJPROP.NS,GRASIM.NS,HAL.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,HUDCO.NS,ICICIBANK.NS,ICICIGI.NS,ICICIPRULI.NS,IDEA.NS,IDFCFIRSTB.NS,IEX.NS,INDHOTEL.NS,INDIANB.NS,INDIGO.NS,INDUSINDBK.NS,INDUSTOWER.NS,INFY.NS,INOXWIND.NS,IOC.NS,IREDA.NS,IRFC.NS,ITC.NS,JINDALSTEL.NS,JIOFIN.NS,JSWENERGY.NS,JSWSTEEL.NS,JUBLFOOD.NS,KALYANKJIL.NS,KAYNES.NS,KEI.NS,KFINTECH.NS,KOTAKBANK.NS,KPITTECH.NS,LAURUSLABS.NS,LICHSGFIN.NS,LICI.NS,LODHA.NS,LT.NS,LTF.NS,LTM.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MANKIND.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MCX.NS,MFSL.NS,MOTHERSON.NS,MPHASIS.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NAUKRI.NS,NBCC.NS,NESTLEIND.NS,NHPC.NS,NIFTYFINSERVICE,NMDC.NS,NTPC.NS,NUVAMA.NS,NYKAA.NS,OBEROIRLTY.NS,OFSS.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PATANJALI.NS,PAYTM.NS,PERSISTENT.NS,PETRONET.NS,PFC.NS,PGEL.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,PNB.NS,PNBHOUSING.NS,POLICYBZR.NS,POLYCAB.NS,POWERGRID.NS,POWERINDIA.NS,PPLPHARMA.NS,PREMIERENE.NS,PRESTIGE.NS,RBLBANK.NS,RECLTD.NS,RELIANCE.NS,RVNL.NS,SAIL.NS,SAMMAANCAP.NS,SBICARD.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SHRIRAMFIN.NS,SIEMENS.NS,SOLARINDS.NS,SONACOMS.NS,SRF.NS,SUNPHARMA.NS,SUPREMEIND.NS,SUZLON.NS,SWIGGY.NS,SYNGENE.NS,TATACONSUM.NS,TATAELXSI.NS,TATAPOWER.NS,TATASTEEL.NS,TATATECH.NS,TCS.NS,TECHM.NS,TIINDIA.NS,TITAN.NS,TMPV.NS,TORNTPHARM.NS,TORNTPOWER.NS,TRENT.NS,TVSMOTOR.NS,ULTRACEMCO.NS,UNIONBANK.NS,UNITDSPR.NS,UNOMINDA.NS,UPL.NS,VBL.NS,VEDL.NS,VOLTAS.NS,WAAREEENER.NS,WIPRO.NS,YESBANK.NS,ZYDUSLIFE.NS,^CNXAUTO,^CNXFMCG,^CNXIT,^CNXMEDIA,^CNXMETAL,^CNXPHARMA,^CNXPSUBANK,^CNXREALTY,^NSEBANK,^NSEI
2024-01-08,672.450012,4752.9502,175.399994,1143.5,2963.5,1680.05005,1168.84998,5203.5498,3311.44995,530.200012,380.565002,1514.19995,5682.0,89.0749969,3298.3999,1808.05005,801.700012,1114.84998,1122.0,6983.8501,1696.34998,8045.7998,773.599976,233.100006,223.449997,118.349998,858.599976,183.600006,1256.05005,1049.05005,195.149994,280.549988,952.599976,22466.6992,227.5,5177.3501,758.366638,552.880005,90.0999985,936.900024,469.850006,1231.15002,1271.75,380.399994,1212.09998,2500.69995,870.799988,313.350006,2004.30005,553.25,2330.3501,402.149994,3934.1499,6325.4502,759.299988,3804.3999,1152.27002,3884.25,132.850006,323.549988,150.199997,429.0,160.699997,873.700012,86.9000015,1175.40002,2161.30005,2059.51099,2995.6001,1375.59998,1447.90002,1675.07495,831.724976,645.849976,4009.5,577.650024,286.266663,2578.25,315.450012,124.199997,982.0,1395.65002,541.950012,17.1499996,85.4499969,160.899994,451.649994,426.399994,2952.25,1627.09998,213.100006,1522.80005,123.912498,132.649994,103.900002,99.9499969,448.237061,717.150024,242.399994,419.450012,821.950012,534.349976,372.350006,2551.3501,3314.3999,510.600006,365.220001,1506.09998,418.700012,561.799988,823.849976,1123.80005,3501.1001,168.350006,,1382.34998,1616.15002,179.550003,1999.94995,523.75,9946.7002,704.450012,1109.80005,632.140015,911.099976,70.4666672,2579.80005,1489.09998,123.75,1029.01001,56.7000008,1309.65002,70.5500031,21292.4492,71.7333298,316.450012,693.280029,176.899994,1490.59998,4351.6499,249.433334,217.949997,37693.3984,533.083313,690.549988,3643.17505,226.100006,405.75,215.565002,1266.80005,1357.32495,3405.19995,95.0,788.650024,812.650024,5344.25,242.350006,5624.8999,142.75,,1329.25,284.5,434.950012,1293.67505,182.100006,114.300003,194.188385,767.650024,1421.05005,627.0,27329.6504,439.269989,2357.09644,6622.1001,638.099976,2395.69995,1305.30005,4363.7002,42.5999985,,713.950012,1104.94995,8584.15039,338.950012,132.0,1171.5,3678.30005,1228.94995,3770.1499,3706.05005,,2324.6001,1014.75,3044.55005,2037.80005,9934.5,122.550003,,706.900024,560.900024,507.799988,258.450012,990.049988,,225.175003,24.2000008,710.700012,18350.1992,56672.8516,34514.6484,2469.8999,7747.0,17195.9492,5691.3999,845.450012,47450.25,21513.0
2024-01-09,674.75,4920.3999,175.149994,1164.09998,3014.6001,1683.40002,1197.09998,5178.5498,3400.05005,525.200012,376.26001,1540.15002,5797.6499,88.6500015,3267.5,1822.19995,777.299988,1119.59998,1116.55005,7093.8999,1682.44995,8008.3501,772.544983,234.899994,223.199997,118.800003,870.900024,184.649994,1273.94995,1064.5,195.600006,281.200012,966.900024,22754.5996,229.975006,5122.3999,767.0,553.280029,90.0800018,937.150024,470.950012,1231.44995,1289.34998,385.350006,1213.56995,2444.94995,885.950012,314.399994,2025.90002,547.849976,2306.75,398.450012,3984.6499,6356.7002,789.599976,3810.75,1149.95996,3870.44995,134.300003,327.25,151.449997,426.049988,161.050003,886.549988,84.8000031,1162.69995,2241.0,2055.87549,3010.25,1379.65002,1460.40002,1707.625,825.25,640.900024,4112.5,575.950012,292.899994,2579.75,313.799988,125.699997,979.75,1395.0,540.849976,16.2000008,84.25,162.850006,458.549988,421.299988,3012.8999,1625.09998,211.949997,1529.30005,118.587502,131.899994,103.300003,100.099998,447.322266,728.099976,242.149994,454.850006,821.400024,524.599976,382.299988,2635.3501,3220.8501,514.900024,365.329987,1517.59998,424.850006,562.400024,832.450012,1131.90002,3555.94995,166.449997,,1396.30005,1629.90002,176.550003,2051.19995,530.700012,10024.0996,716.200012,1115.19995,615.539978,946.650024,71.3666687,2555.55005,1480.44995,128.449997,1038.93005,60.9000015,1296.30005,70.5,21197.25,72.5,319.75,691.900024,187.5,1534.90002,4348.8501,249.433334,216.649994,36452.6484,561.466675,685.700012,3646.0,230.449997,393.799988,215.345001,1320.25,1362.05005,3440.94995,94.9499969,788.0,822.25,4867.1001,242.300003,5683.1499,143.199997,,1335.5,281.100006,428.799988,1290.25,185.300003,114.199997,188.349808,762.049988,1449.34998,625.400024,27312.9004,433.570007,2461.52368,6821.1001,637.549988,2311.3501,1324.0,4284.3501,43.5499992,,721.650024,1111.65002,8643.59961,340.200012,133.649994,1166.84998,3689.8999,1235.65002,3809.6001,3694.0,,2337.8999,1021.04999,3115.44995,2018.90002,9899.09961,122.849998,,712.849976,558.150024,519.02002,260.399994,993.400024,,225.375,24.2000008,713.0,18519.8008,56573.1016,34662.4492,2387.80005,7808.2998,17346.3008,5682.25,866.75,47242.6484,21544.8496
2024-01-10,683.150024,4935.7002,173.300003,1170.30005,3098.19995,1723.25,1214.34998,5119.7998,3501.25,526.150024,376.01001,1565.94995,5800.8999,87.6750031,3286.8501,1810.94995,772.450012,1123.0,1107.0,7053.75,1671.84998,8031.9502,768.054993,231.050003,223.850006,118.199997,867.974976,185.600006,1283.84998,1062.69995,199.649994,281.450012,969.950012,22615.1992,225.625,5086.6499,753.18335,552.25,89.75,930.650024,468.450012,1216.25,1329.19995,382.049988,1230.44995,2396.25,886.299988,322.549988,2046.15002,547.349976,2288.6001,422.200012,3902.6499,6326.9502,796.049988,3822.0,1157.43994,3842.55005,134.649994,327.799988,151.75,424.299988,160.0,879.650024,86.3000031,1141.30005,2210.8999,2068.55005,3017.30005,1390.69995,1492.09998,1709.44995,827.974976,644.950012,4138.0498,580.049988,287.133331,2577.3999,317.25,123.949997,993.049988,1388.05005,541.25,16.1499996,83.9000015,164.050003,458.399994,423.049988,3082.1499,1640.15002,214.25,1519.90002,113.9375,130.550003,102.800003,103.050003,446.118622,731.0,240.949997,464.799988,829.799988,522.900024,380.149994,2601.6001,3148.19995,520.0,364.160004,1532.90002,419.399994,567.75,838.599976,1136.94995,3545.5,165.75,,1405.25,1632.80005,168.050003,2143.80005,531.299988,10010.2002,734.200012,1149.80005,612.309998,930.349976,72.7666626,2559.3999,1475.34998,130.699997,1048.68005,61.6666641,1289.05005,69.1500015,21224.3008,70.2833328,313.350006,707.73999,190.5,1522.09998,4334.1499,243.199997,212.100006,37138.8008,554.93335,685.150024,3690.6499,234.0,390.5,217.25,1286.07495,1354.65002,3459.3999,94.4000015,782.950012,828.150024,4911.8501,239.149994,5942.2998,143.399994,,1364.09998,283.549988,420.799988,1325.05005,197.399994,115.050003,192.583893,765.450012,1451.44995,621.75,26842.1504,430.0,2454.09814,6875.75,614.700012,2294.8999,1324.84998,4306.1001,43.5499992,,715.849976,1113.94995,8755.4502,346.450012,134.100006,1163.25,3713.05005,1240.90002,3911.8999,3714.44995,,2352.8999,1021.84998,3173.6001,2020.25,9776.2002,123.400002,,710.25,558.599976,507.480011,267.049988,1012.15002,,226.800003,25.5,706.900024,18559.0996,56348.9492,34834.3516,2470.6499,7882.6499,17401.9004,5667.3999,865.799988,47360.8516,21618.6992
2024-01-11,680.349976,4871.8501,180.550003,1159.69995,3080.8999,1714.15002,1202.94995,5057.75,3522.8999,538.25,378.769989,1570.09998,5869.8999,88.3000031,3288.19995,1812.34998,776.599976,1108.0,1125.75,7298.8501,1669.25,8041.1499,766.974976,232.800003,226.050003,121.0,869.25,184.350006,1274.69995,1062.84998,197.75,282.100006,996.0,23081.3008,229.350006,5136.7002,751.93335,558.73999,90.9000015,922.5,463.600006,1231.34998,1325.65002,384.350006,1247.62,2455.3999,902.849976,324.649994,2035.69995,552.0,2307.30005,412.049988,3905.19995,6488.6499,797.450012,3821.3501,1138.48999,3888.80005,138.350006,338.850006,150.350006,432.299988,159.050003,879.950012,85.3000031,1155.09998,2248.80005,2083.69995,3020.44995,1430.09998,1484.80005,1750.84998,824.5,644.0,4342.2002,576.950012,297.0,2536.19995,317.299988,126.849998,991.150024,1393.25,541.599976,16.0499992,86.6500015,166.899994,459.549988,427.0,3052.0,1657.84998,214.649994,1494.19995,113.012497,133.25,103.400002,106.849998,445.492737,732.450012,251.550003,480.700012,822.049988,527.700012,390.700012,2654.8501,2980.94995,530.049988,364.570007,1540.94995,423.049988,578.200012,834.0,1132.40002,3504.8501,168.5,,1400.44995,1628.65002,174.25,2220.3501,530.099976,10011.0996,743.0,1147.42505,632.47998,949.650024,73.2666626,2578.80005,1489.34998,130.399994,1034.32996,61.5666656,1278.59998,69.0999985,21249.1992,69.8666687,312.899994,717.359985,193.600006,1548.30005,4327.1001,249.166672,211.850006,36817.8516,548.950012,684.849976,3695.4751,230.399994,395.5,217.330002,1222.72498,1370.27502,3485.55005,94.8000031,779.450012,833.450012,3878.44995,241.949997,5976.75,143.5,,1378.19995,295.0,422.899994,1359.90002,199.800003,113.5,200.294388,762.349976,1427.80005,620.200012,26909.9492,455.950012,2441.80054,7347.0498,606.700012,2325.25,1316.25,4228.8999,43.5999985,,742.5,1119.25,8720.7998,357.299988,134.899994,1159.59998,3735.55005,1249.40002,3915.75,3698.6001,,2468.94995,1020.29999,3175.80005,2087.3501,9920.4502,124.449997,,721.299988,562.25,511.23999,274.600006,1055.69995,,224.100006,25.5499992,704.25,18755.0996,56228.5508,34735.25,2462.05005,7876.1499,17380.5508,5703.8501,865.450012,47438.3516,21647.1992
2024-01-12,669.700012,4783.9502,179.350006,1152.19995,3104.1001,1710.69995,1207.09998,5048.7002,3640.0,532.400024,379.540009,1552.84998,5795.7002,88.3249969,3277.80005,1811.84998,788.349976,1094.84998,1120.34998,7301.9502,1651.90002,8051.5498,766.10498,230.149994,229.899994,129.100006,863.299988,183.5,1253.19995,1076.34998,196.449997,274.200012,1022.25,23229.6504,229.125,5151.1001,745.700012,567.840027,92.4499969,926.450012,460.649994,1246.5,1308.0,381.100006,1318.54004,2451.3501,889.700012,325.0,2047.44995,549.700012,2303.5,410.450012,3883.94995,6553.9502,800.549988,3841.0,1137.77002,3870.8501,139.550003,337.649994,151.100006,421.200012,162.399994,868.950012,84.3000031,1155.5,2273.80005,2111.55005,3001.94995,1432.05005,1540.80005,1727.375,820.599976,637.599976,4383.1499,582.049988,300.533325,2544.0,316.399994,126.650002,1003.5,1394.09998,529.950012,15.8500004,87.1500015,164.399994,461.549988,433.649994,3072.6001,1674.0,216.399994,1612.75,110.012497,135.300003,110.75,113.400002,449.392548,735.900024,255.050003,483.5,825.799988,525.650024,389.399994,2735.30005,2988.0,529.650024,366.649994,1550.30005,416.149994,573.799988,829.299988,1208.05005,3568.80005,167.149994,,1397.75,1624.44995,172.649994,2215.0,532.900024,9965.65039,737.450012,1146.22498,611.960022,937.700012,71.5999985,2679.6001,1474.19995,131.449997,1061.66003,60.9333344,1274.80005,69.1500015,21300.6992,70.4499969,312.649994,741.400024,187.600006,1540.80005,4656.75,250.0,223.399994,36859.1484,546.783325,692.450012,3827.5249,229.550003,401.799988,216.125,1250.82495,1367.55005,3451.30005,97.6999969,799.450012,852.049988,3980.8999,239.5,5915.75,142.050003,,1380.55005,292.100006,428.549988,1370.72498,203.25,114.900002,197.753937,766.700012,1435.30005,633.599976,26874.0,458.559998,2438.45459,7309.5,605.349976,2343.94995,1325.94995,4216.75,44.9000015,,731.900024,1159.0,8737.25,357.75,135.300003,1167.44995,3882.80005,1308.05005,3897.25,3726.0,,2468.75,1013.54999,3212.1499,2085.80005,9808.4502,131.199997,,717.75,565.099976,506.019989,272.549988,1056.90002,,232.725006,24.8999996,703.950012,18715.1992,56485.75,36521.6992,2446.05005,7898.3501,17347.4492,5860.7998,881.049988,47709.8008,21894.5508
2024-01-15,669.700012,4752.8999,179.149994,1148.0,3089.5,1694.80005,1203.09998,5037.6001,3750.1001,531.450012,379.540009,1554.59998,5896.3999,88.1500015,3273.8999,1802.75,772.049988,1149.65002,1119.5,7301.9502,1632.40002,8222.7998,747.799988,231.0,231.100006,130.899994,877.849976,188.649994,1257.40002,1102.40002,201.25,281.100006,1062.34998,23400.1504,229.975006,5177.3501,746.116638,567.840027,93.0800018,922.875,457.75,1278.25,1313.15002,384.649994,1322.81006,2486.8999,901.25,324.100006,2045.75,554.150024,2293.25,410.450012,3909.6001,6331.6001,805.400024,3858.25,1156.65002,3832.1001,133.399994,325.649994,152.949997,414.200012,165.199997,910.450012,83.25,1134.0,2311.3501,2101.0,3030.55005,1440.55005,1588.19995,1751.05005,836.400024,614.450012,4372.3999,574.650024,299.733337,2573.19995,321.75,132.899994,1009.84998,1372.80005,522.200012,16.5,86.75,163.649994,476.950012,434.200012,3119.5,1688.84998,216.399994,1652.09998,112.912498,137.649994,110.75,113.400002,450.259155,735.049988,266.75,473.450012,825.150024,532.950012,389.399994,2735.30005,3012.8999,529.650024,370.299988,1538.80005,420.899994,578.099976,829.299988,1208.05005,3543.05005,169.75,,1413.0,1635.55005,171.25,2215.0,529.950012,10086.9004,727.799988,1146.22498,631.789978,927.650024,71.5999985,2625.8501,1452.80005,135.300003,1068.62,61.1666641,1273.77502,72.4499969,21461.3496,69.8000031,317.299988,746.780029,187.600006,1570.15002,5070.5498,264.333344,233.5,37615.25,546.783325,692.450012,3833.3999,232.25,409.5,208.100006,1240.44995,1377.125,3461.69995,98.1999969,797.200012,852.049988,4198.2002,241.149994,5900.6499,142.050003,,1353.90002,292.700012,440.399994,1394.125,220.649994,114.650002,197.531082,768.049988,1430.05005,640.099976,26813.6992,458.559998,2444.00171,7149.5498,605.349976,2347.19995,1329.34998,4158.6001,43.8499985,,734.099976,1150.80005,8716.65039,358.899994,134.899994,1171.75,3903.80005,1337.65002,4001.3501,3758.8501,,2475.1499,1011.34998,3193.30005,2021.59998,9954.5498,134.100006,,717.75,567.75,508.679993,273.0,1060.84998,,247.300003,24.75,703.950012,18765.25,56657.3008,37201.9492,2399.55005,7864.1001,17520.4492,5918.2002,883.299988,48158.3008,22097.4492
2024-01-16,661.599976,4809.2998,179.100006,1126.34998,3056.5,1666.80005,1193.34998,5060.6001,3852.5,528.700012,332.98999,1553.75,5904.5498,87.6750031,3296.8999,1794.15002,775.549988,1118.84998,1119.09998,7293.9502,1623.5,8177.3501,745.664978,229.75,231.25,134.550003,873.200012,186.800003,1225.65002,1095.90002,203.0,287.600006,1051.19995,23098.3496,236.425003,5130.6001,769.583313,569.539978,92.9899979,940.650024,452.399994,1299.44995,1302.34998,381.899994,1319.40002,2500.1499,882.700012,320.450012,2019.80005,558.799988,2258.3501,409.75,3814.5,6343.6001,786.849976,3828.30005,1151.63,3792.30005,133.550003,325.799988,149.699997,417.149994,166.899994,889.150024,84.3499985,1122.80005,2304.1499,2115.19995,2993.55005,1430.19995,1555.44995,1718.0,839.575012,611.25,4384.6499,579.549988,301.866669,2569.1001,320.600006,131.550003,1009.04999,1374.19995,517.900024,15.75,88.3000031,164.100006,468.450012,440.299988,3051.6001,1667.05005,219.5,1631.55005,109.587502,143.600006,119.5,141.850006,454.784882,749.75,248.850006,465.600006,832.299988,530.400024,367.899994,2761.0,3062.75,537.450012,369.600006,1546.30005,414.799988,583.950012,892.549988,1180.94995,3573.5,167.5,,1387.65002,1620.34998,174.699997,2219.19995,531.549988,10183.5498,718.200012,1163.0,632.599976,918.849976,72.9000015,2603.5,1437.0,138.899994,1042.47998,60.0,1271.02502,72.3499985,21447.1504,70.9166641,311.5,714.450012,173.100006,1527.44995,4912.8999,259.566681,235.100006,38261.25,533.299988,747.349976,3809.69995,236.600006,400.450012,207.029999,1223.40002,1397.77502,3481.1499,98.25,848.0,881.849976,4340.7998,239.050003,5917.6001,138.199997,,1322.69995,293.700012,437.950012,1374.625,223.550003,119.550003,190.043442,767.299988,1408.80005,636.900024,27082.0996,461.940002,2408.72314,6963.3501,589.650024,2358.1499,1313.44995,4162.8999,42.0499992,,717.200012,1143.69995,8604.5498,353.450012,137.25,1163.30005,3861.30005,1320.40002,3920.30005,3820.30005,,2449.69995,1008.70001,3166.1001,2033.65002,9969.59961,135.949997,,700.75,564.5,506.440002,273.200012,1051.40002,,242.5,25.6499996,706.849976,18712.6992,56755.8516,36727.1016,2407.6499,7941.8501,17320.1504,5933.3999,868.599976,48125.1016,22032.3008
2024-01-17,646.549988,4773.0498,175.100006,1087.15002,2971.05005,1615.0,1166.84998,5056.1499,3717.0,520.549988,333.334991,1510.40002,5925.8999,85.6999969,3242.30005,1774.69995,757.400024,1088.65002,1082.30005,7165.9502,1586.15002,8098.75,735.88501,228.300003,225.5,132.75,875.575012,185.649994,1206.0,1085.25,207.100006,279.700012,1061.75,22919.5,235.824997,5061.7002,762.333313,564.799988,91.3600006,923.75,463.100006,1288.09998,1294.0,379.649994,1325.39001,2499.69995,850.150024,316.850006,2009.90002,549.450012,2191.69995,403.950012,3728.80005,6367.7002,775.299988,3786.44995,1129.98999,3751.1001,127.400002,319.399994,145.899994,418.75,164.100006,872.200012,83.4000015,1100.5,2318.8999,2067.8501,2958.30005,1431.34998,1575.90002,1667.19995,768.75,606.599976,4370.8501,560.25,299.399994,2562.8999,315.899994,137.75,981.75,1454.44995,514.950012,15.1000004,85.1999969,147.25,461.950012,441.5,3058.75,1643.90002,211.25,1640.19995,106.712502,144.100006,124.199997,149.100006,449.296265,722.099976,242.550003,472.100006,812.650024,527.700012,362.149994,2737.55005,3149.94995,522.849976,355.929993,1541.30005,411.700012,575.25,887.5,1129.55005,3570.94995,169.699997,,1399.80005,1597.69995,173.149994,2199.44995,527.700012,10051.7002,731.849976,1194.55005,629.599976,927.950012,72.0666656,2627.0,1417.0,133.600006,1034.83997,58.6333313,1271.55005,73.0,20528.9004,68.8000031,309.299988,687.530029,168.399994,1530.75,5086.2002,254.233337,232.050003,37693.4492,522.06665,736.25,3856.19995,232.75,392.549988,211.720001,1209.17505,1378.875,3420.8999,97.1999969,827.549988,879.049988,4439.2998,239.199997,5870.2002,137.850006,,1288.90002,282.799988,426.399994,1361.57495,240.399994,113.099998,183.982025,752.200012,1421.15002,626.0,26137.0,457.600006,2410.68945,6777.0498,577.099976,2309.6001,1299.0,4062.6001,40.9000015,,702.599976,1138.59998,8597.7998,348.799988,131.649994,1156.5,3884.6001,1326.75,3826.6499,3830.05005,,2472.19995,1001.90002,3147.8501,2016.80005,9854.65039,131.949997,,694.799988,551.0,499.399994,264.850006,1052.69995,,241.199997,24.75,709.700012,18447.25,56259.5,36960.3984,2404.69995,7693.5498,17154.0,5830.0,856.299988,46064.4492,21571.9492
2024-01-18,643.049988,4710.3501,175.100006,,2918.8999,1588.25,1154.05005,4933.8501,3825.30005,524.150024,329.459991,1506.34998,5990.8501,86.7750015,3163.8501,1791.40002,734.099976,1124.80005,1097.5,7083.6001,1581.15002,7999.3501,726.554993,227.600006,227.699997,134.350006,858.650024,188.199997,1222.84998,1087.05005,212.149994,280.299988,1049.25,22813.9004,236.600006,5015.1499,765.900024,560.630005,91.6500015,910.325012,453.049988,1291.65002,1322.94995,375.649994,1297.31995,2495.19995,843.650024,309.399994,2030.80005,539.450012,2181.44995,400.450012,3700.19995,6303.1001,775.450012,3748.8501,1129.98999,3691.1499,,319.100006,146.850006,421.200012,163.550003,867.549988,83.6999969,1103.90002,2315.6001,2053.6499,2967.6001,1400.30005,1567.55005,1701.27502,743.075012,607.799988,4394.0,554.900024,303.066681,2548.0,312.049988,137.699997,986.349976,1440.05005,486.200012,15.1000004,86.4000015,137.199997,463.600006,443.549988,3052.6001,1612.90002,215.949997,1642.59998,111.199997,144.5,123.050003,146.25,448.237061,719.700012,,478.75,803.650024,524.299988,361.950012,2671.69995,3140.3999,538.25,355.450012,1532.09998,415.049988,576.150024,901.200012,1127.44995,3596.0,166.449997,,1425.65002,1617.25,169.800003,2142.80005,524.5,9924.5,704.900024,1159.77502,638.669983,898.950012,71.9000015,2514.1001,1380.30005,131.25,1021.77002,58.1333313,1251.0,71.0999985,20324.0508,67.8666687,299.299988,710.869995,165.949997,1512.94995,6545.5,263.633331,233.550003,37728.6992,519.983337,754.299988,3881.57495,240.199997,392.700012,209.945007,1244.125,1349.19995,3356.30005,98.5,856.200012,862.950012,4436.0498,233.449997,5939.3501,139.949997,,1302.09998,269.850006,424.299988,1367.94995,243.600006,113.050003,181.753555,750.25,1404.90002,628.299988,26477.1504,451.079987,2372.53442,6913.7998,576.950012,2294.05005,1335.75,3924.5,42.9000015,,696.650024,1146.80005,8310.7002,345.549988,131.0,,3902.6001,1355.15002,3849.55005,3734.69995,,2462.55005,997.099976,3151.75,2011.5,9892.25,132.949997,,680.700012,544.200012,492.059998,267.549988,1036.25,,241.324997,24.9500008,708.900024,18496.25,55953.6016,36730.5,2392.8999,7629.1001,17331.25,5877.5,862.5,45713.5508,21462.25
2024-01-19,628.75,4820.4502,174.699997,1050.55005,2915.6499,1570.75,1152.44995,4964.2998,3749.3999,537.099976,333.799988,1548.44995,6094.6499,86.1750031,3165.8501,1850.75,730.549988,1148.69995,1116.55005,7136.5498,1600.5,8472.7998,731.909973,226.199997,230.649994,135.199997,861.224976,191.850006,1233.84998,1125.0,222.25,276.100006,1073.55005,23184.3008,240.475006,5138.6499,758.616638,560.940002,93.3300018,910.375,454.25,1265.55005,1327.94995,383.25,1283.06995,2490.3999,858.700012,311.350006,2112.44995,542.299988,2214.3999,397.149994,3693.80005,6100.2002,785.549988,3731.69995,1133.64001,3699.44995,135.050003,327.200012,146.550003,424.350006,168.300003,879.150024,82.5,1149.25,2343.3999,2081.19995,3028.1499,1381.94995,1567.94995,1739.34998,735.325012,615.900024,4399.75,557.099976,310.5,2565.3999,315.149994,159.399994,999.200012,1486.94995,494.600006,15.1000004,85.6999969,140.050003,482.200012,443.299988,3029.55005,1561.09998,220.350006,1659.19995,112.550003,148.649994,135.350006,160.25,454.014526,729.25,246.25,501.399994,816.650024,531.650024,364.600006,2733.44995,3112.8501,542.849976,352.859985,1547.80005,412.200012,584.349976,901.900024,1132.05005,3646.0,168.300003,,1430.25,1655.55005,178.399994,2160.3501,530.25,10037.7002,731.799988,1156.0,640.179993,905.700012,73.0333328,2549.05005,1431.09998,133.649994,1019.59003,63.0333328,1257.07495,73.5500031,20425.3496,70.2833328,308.450012,688.679993,172.350006,1519.0,6877.1001,274.866669,242.050003,37654.1016,527.883362,773.599976,3932.875,243.649994,412.350006,209.744995,1281.72498,1343.84998,3405.3999,102.199997,876.900024,897.0,4422.7002,235.399994,6131.5498,143.449997,,1276.19995,265.25,451.600006,1367.44995,291.25,114.099998,180.149063,749.200012,1440.59998,627.75,26649.5,460.369995,2431.05835,6938.0,584.950012,2309.0,1335.59998,4123.5,41.8499985,,696.0,1161.69995,8307.2998,348.649994,134.25,1140.65002,3943.05005,1389.90002,3854.5,3810.6001,,2463.8501,988.950012,3210.05005,2037.0,10093.7002,135.899994,,687.700012,553.400024,506.940002,266.450012,1051.09998,,242.524994,25.1499996,720.549988,18694.5996,56640.5,37069.25,2369.8999,7732.3501,17388.0,5945.1001,868.5,45701.1484,21622.4004
