Ticker,ret_1w,ret_1m,ret_2m_display,ret_3m,ret_6m,vol_6m,ret_2m,z_2m,recent_min_z_2m,recent_max_z_2m,recent_bull_cross,recent_bear_cross,ema_bullish,ema_bearish
DALBHARAT.NS,0.058182439031015054,0.08560447483106559,0.09221929800846884,-0.059340041759404105,-0.11460463017246503,0.3299860914853434,0.09221929800846884,1.3451681241431168,-1.1441403061679927,1.3451681241431168,False,True,True,False
DELHIVERY.NS,-0.05340749246208032,0.05129037862379682,0.06118654324417072,0.043595263724434785,0.22149424888757596,0.31717428935723163,0.06118654324417072,0.12737518042015342,-0.11137612433271327,0.41847411943998336,False,True,False,True
DIVISLAB.NS,0.01968421784795149,0.0870532403974491,0.06339764978964157,0.16719745222929938,0.13881768041637543,0.22261228688101292,0.06339764978964157,0.8089782310540479,-0.012853140281373113,1.0432373028632422,False,True,True,False
DIXON.NS,0.05634118967452295,0.127906047775026,0.2838046740020006,0.2592989028632593,0.2562733582487988,0.4578125955120149,0.2838046740020006,2.0003755117587376,1.4385312006481854,2.48034240435025,False,True,True,False
DRREDDY.NS,-0.03225802659843846,-0.05196130560060064,-0.08767684565664158,-0.021580379776733882,0.012339418604070396,0.2790571479641271,-0.08767684565664158,-2.106029989005656,-2.218914475472574,0.563731706613692,False,True,False,True
EICHERMOT.NS,0.05632254962566119,0.010314019182761758,0.12263668880940215,0.06164572690873937,0.03856023770934636,0.33246550834697564,0.12263668880940215,0.7730149907840258,-0.5044544100964238,0.7730149907840258,True,True,True,False
EXIDEIND.NS,0.05721778352971918,0.16467501564551879,0.3059933092308422,0.34501060293735164,0.281647434124368,0.35405983254996065,0.3059933092308422,2.558209346041741,1.4118764047788037,2.558209346041741,False,False,True,False
NYKAA.NS,0.01078748610977609,0.08484957145161709,0.19996350843404054,0.23965234299567628,0.28809899638035064,0.2939517740586259,0.19996350843404054,1.5478845282376759,1.3889427842021635,2.354085931696242,False,False,True,False
FORTIS.NS,-0.0007733952049496784,0.0062827641271872015,-0.0057459221487984324,0.08766413003221452,0.06718061674008813,0.26214915151216667,-0.0057459221487984324,-0.46921689968109553,-0.5148762861527525,-0.33774291011010754,True,True,False,True
GAIL.NS,0.014459862782103317,0.0005176055194875406,0.11790032238162595,0.10329745631046738,0.05282591526862901,0.2890379911045032,0.11790032238162595,1.7235490890388592,0.378189303683667,1.7235490890388592,True,True,True,False
GMRAIRPORT.NS,-0.01675775218302078,0.02434991713032142,0.17968257520564657,0.1439713375890923,0.12299795683617054,0.3465766132019697,0.17968257520564657,1.6705967171022518,0.8439047616863254,2.1379327359638554,False,True,False,True
GLENMARK.NS,-0.02733070033013163,0.012874954256722138,-0.057545146004098324,0.00511056920873032,0.11647253932869095,0.30249391203180287,-0.057545146004098324,-0.8495060985938659,-0.9304070227488322,-0.35485335798865364,False,True,False,True
GODREJCP.NS,-0.006970633557125128,0.05356783619203065,0.030599204233807464,-0.045800231191084895,-0.14942719528770465,0.2778328671271024,0.030599204233807464,0.8110764931510993,0.6349112711515427,1.5029720590533613,False,True,False,True
GODREJPROP.NS,0.027000165664377906,0.20513392694799815,0.2587530639158131,0.22992561736835082,0.1519586923728924,0.4011278745112461,0.2587530639158131,2.4840937286290323,0.8113072566461105,2.678818462685584,False,False,True,False
GRASIM.NS,0.02135997139916901,0.009620590197848777,0.07024332547277945,0.15205968491079913,0.14620434941184568,0.2508429788257926,0.07024332547277945,0.6583982322143748,0.32308698549465426,0.8639661615093595,True,True,True,False
HCLTECH.NS,0.06239826165673712,0.09525497347286982,0.05958279044499837,-0.13218514483916,-0.25555555555555554,0.34742713402648173,0.05958279044499837,1.0712343681243308,0.13329323645735358,1.1235112628320048,False,False,True,False
HDFCAMC.NS,-0.029588671978011738,-0.05071713951590662,-0.038803839152853015,-0.0675889953095401,0.03837959109113309,0.3770281479066446,-0.038803839152853015,-0.6802494784111529,-0.9991520987095694,0.3300439958891905,True,True,False,True
HDFCBANK.NS,-0.05924142668730836,-0.023531643848665018,0.0025674946768021734,-0.04274310073321219,-0.18765665791511021,0.2708362635637081,0.0025674946768021734,0.564177333403783,0.564177333403783,1.9122323881426964,True,True,False,True
HDFCLIFE.NS,0.010446663662546873,-0.05212465465660565,-0.07288047821061983,-0.07995079950799511,-0.25050100200400804,0.2571822402390472,-0.07288047821061983,-0.4459927424560331,-1.1006132216235147,-0.08195582479069399,True,True,False,True
HAVELLS.NS,0.025520024856158896,0.0351100272408873,0.008113865177701296,-0.06489517055860128,-0.1495424892723245,0.2810182381114553,0.008113865177701296,1.255658030501272,-0.1846008564339288,1.255658030501272,True,True,True,False
HEROMOTOCO.NS,0.03193741656038518,0.011899776171297338,0.013305172636121076,-0.04702317129081879,-0.1221379200180922,0.2826872592949001,0.013305172636121076,-0.13397076931446336,-1.066117404936416,-0.13397076931446336,True,True,True,False
HINDALCO.NS,-0.02350401690015458,-0.05801977780785905,-0.12353751781293199,-0.06289088952074628,0.016127348721126422,0.3236499368635885,-0.12353751781293199,-2.2737395637823115,-2.5026808706154346,-1.6541171174952294,True,True,False,True
HAL.NS,0.03135699082274357,0.03938206796813715,0.05898536815266375,0.05459781224824489,0.029040584452555418,0.3241004859921949,0.05898536815266375,0.8535158933453386,-0.8055404881092785,0.8535158933453386,True,True,True,False
HINDPETRO.NS,0.05427464302339713,0.03787300656046222,0.06322668114181917,0.07233204797636716,-0.0933496563058277,0.4264329445332833,0.06322668114181917,0.5202346796002509,-0.21210127926973205,0.9437791359668765,True,True,True,False
HINDUNILVR.NS,0.010517898944295112,-0.023740132752154253,-0.03023584273379143,-0.039883486444095895,-0.10336890562879264,0.23107804992435393,-0.03023584273379143,-0.26845015449488635,-0.9570270462283753,-0.26845015449488635,True,True,True,False
HINDZINC.NS,0.012312937487007236,-0.051725603780183316,-0.1523514726516132,-0.09469755130422197,-0.15154394732554133,0.42238329696088944,-0.1523514726516132,-1.214641213596774,-1.6134785720531384,-1.214641213596774,True,True,True,False
POWERINDIA.NS,-0.009387503847337664,-0.12730477223427328,-0.09401829697396202,0.0856805532130207,0.8815035660002339,0.4577499995303478,-0.09401829697396202,-1.1192291230054678,-1.1460157809335507,-0.40191016332655716,True,True,False,True
HUDCO.NS,-0.036324285927601285,-0.04001912815233144,-0.027339337756823845,0.004513586674133263,-0.06854534239239019,0.35153618770744344,-0.027339337756823845,-0.11638912935665943,-0.9123864034849424,0.18996846447830965,True,True,False,True
ICICIBANK.NS,0.03935499491062955,0.08659485747191797,0.18249407407012774,0.07882320326120906,0.01816282225882926,0.2243127416643701,0.18249407407012774,3.6463457283275758,2.1429862043184222,3.650679974423619,True,True,True,False
ICICIGI.NS,-0.09177337834936439,-0.13159722945230756,-0.09009415308661839,-0.13455901945110582,-0.13869000265181652,0.2643025502905022,-0.09009415308661839,-1.5119724028532695,-2.0491918282727877,0.23556572811269658,False,True,False,True
ICICIPRULI.NS,-0.0068459413105718125,0.00039978455309097605,-0.01718213058419249,-0.10288586109016074,-0.2655367360973794,0.3041015324739831,-0.01718213058419249,0.2624860628511698,-1.3133395261169245,0.2624860628511698,True,True,False,True
IDFCFIRSTB.NS,0.030150209666396144,0.03787497897019665,0.19718523322335724,0.20977783203125,-0.015670147685556413,0.37973012458586786,0.19718523322335724,1.3995772319407516,0.6863178174345601,1.4781588705864532,True,True,True,False
ITC.NS,0.019778669745854183,-0.03931623931623929,-0.08632739016995583,-0.07868852459016396,-0.16044221713383156,0.20264513721897753,-0.08632739016995583,-0.39329054716489886,-0.6009744109639902,-0.17599809193430424,True,True,True,False
INDIANB.NS,0.026276276991002323,-0.016952074949855178,0.05572693495266079,-0.07858452350136269,0.045979792829027755,0.39047238138480966,0.05572693495266079,0.002325586990851659,-1.41744656630003,0.002325586990851659,True,True,True,False
IEX.NS,0.06286837472911477,0.01343868335464693,-0.009473033079030468,-0.004480338972435938,-0.11945366876888797,0.3237220386226032,-0.009473033079030468,0.4948038614815037,-0.5443988619036229,0.5893172023260387,True,True,True,False
IOC.NS,0.04560379322019892,-0.0009062931789816098,0.03810496972947486,-0.02430715724189403,-0.08958063205670885,0.30908521363622404,0.03810496972947486,0.3760753772945943,-0.6575908330475042,0.7469488372040434,True,True,True,False
IRFC.NS,-0.004509091759746453,-0.11255154594714789,-0.09080613553207773,-0.14278780395847246,-0.272150365920263,0.3150301302960416,-0.09080613553207773,-0.40031421223828695,-1.5545257043118328,-0.3612623127901488,False,True,False,True
IREDA.NS,-0.00761795782459751,-0.047188359638193345,-0.044332217922282924,-0.0690794368059956,-0.13458106151307792,0.3450118407772171,-0.044332217922282924,0.02341854643312896,-0.7100058640626081,0.5248265547389177,False,True,False,True
INDUSTOWER.NS,-0.0019740599456352648,-0.016415369162492865,-0.05469204993028054,-0.0033267018889764355,-0.05480248217289918,0.26186084574691026,-0.05469204993028054,-0.6307294750573915,-0.74868078332242,0.08116541315813616,True,False,True,False
INDUSINDBK.NS,0.06627560756403894,0.12243383552724696,0.1853646795210473,0.2482539303179767,0.16792044938435047,0.3313641050566834,0.1853646795210473,1.6002005348585164,0.26240647266056644,1.6002005348585164,False,True,True,False
NAUKRI.NS,0.01662527952504833,0.22702560444183395,0.2817192371152826,0.13091106242320594,-0.09359056361176354,0.34623068694977616,0.2817192371152826,3.166170110420203,3.021066565052075,3.6455093931582505,False,True,True,False
INFY.NS,-0.017750959813971456,0.021019569215107836,-0.10069528029541486,-0.18215753468927542,-0.32864290181363354,0.3471279341411049,-0.10069528029541486,-0.4899892771203951,-0.5995826969341853,0.363567582747864,False,False,True,False
INOXWIND.NS,-0.0003795876980771107,-0.1289683026918509,-0.17056786577710714,-0.18828969818553642,-0.3138242975133415,0.44858012414228665,-0.17056786577710714,-0.49988090126950807,-0.9543839849805581,-0.3777286591349488,False,True,False,True
INDIGO.NS,0.03856695379796404,0.05645723389425461,0.24396189056871598,0.1339831085714429,0.11461287950414967,0.4034390074872683,0.24396189056871598,2.461590545877798,1.6041068502303022,2.627669284680516,True,True,True,False
JINDALSTEL.NS,0.004422628299117326,-0.08174387271811556,-0.14585890603799445,-0.18870855728375013,0.03353775376657353,0.30957035051202003,-0.14585890603799445,-2.0001606387526882,-2.8097819202523593,-2.0001606387526882,True,False,True,False
JSWENERGY.NS,0.016061035813425217,-0.006840841161057654,0.05417992542142214,0.04262963803414754,0.14580596798920786,0.342216482507838,0.05417992542142214,0.42138415544892943,-1.126287129332879,0.907489069999867,True,True,True,False
JSWSTEEL.NS,0.01578911117507431,-0.015764485149928342,-0.012312910971811752,-0.005570792927373502,0.0758000559630454,0.25498135652627396,-0.012312910971811752,-0.8393320257265263,-1.5541440545404865,-0.8393320257265263,True,True,True,False
JUBLFOOD.NS,0.009489916963226541,0.015513126491646823,-0.0995661602124136,-0.06719279690145052,-0.19412878787878785,0.3657514241332586,-0.0995661602124136,-0.5661807471690514,-0.6948393193476176,1.073970801498186,False,True,False,True
KEI.NS,-0.028512840542915696,-0.11658675190907475,-0.028379977778519527,0.01923941738001478,0.15396219513603948,0.37159360472086406,-0.028379977778519527,-1.2049058147293659,-1.316764828086056,-0.3527733366328065,False,True,False,True
KPITTECH.NS,0.015928792314579443,-0.25735146204517445,-0.24820188947222388,-0.23141340762158202,-0.519043948682556,0.43307231260074663,-0.24820188947222388,-1.0519601226535407,-1.1060822816134384,-0.7283009536797287,False,True,False,True
KALYANKJIL.NS,0.08919301557338377,0.5045632333767927,0.6795226910260106,0.3820359281437127,0.1645978121401277,0.5953741225153553,0.6795226910260106,4.997644712343974,-0.31420426249562877,5.434569706622865,True,True,True,False
KAYNES.NS,-0.004956758658179794,0.005840582653355408,0.09033658702307568,-0.2250982754742923,-0.11433208887366353,0.5439477083746886,0.09033658702307568,0.8356683933713817,-1.0146223006033592,0.8356683933713817,False,True,False,True
KFINTECH.NS,-0.0104648198319649,-0.02895067537750995,0.07342550412327298,-0.08845246862832956,-0.15732846657910426,0.3560067849179607,0.07342550412327298,1.5801416699806943,-0.46057262454820613,1.7333220846612278,True,True,False,True
KOTAKBANK.NS,0.019279066230600828,-0.033312430289214046,0.0071764089571955125,0.0178006323383626,-0.09511858257355599,0.2499302494902776,0.0071764089571955125,0.2889536163089517,-0.19548480649294242,0.5006651466323261,True,True,True,False
LTF.NS,-0.027116993732910655,0.07068062827225141,0.1128242582700536,0.05721180924593772,0.06270572103320404,0.38968803539571684,0.1128242582700536,0.24788981297949528,-0.4197638338187802,0.5782205237658885,False,True,False,True
LICHSGFIN.NS,-0.0018195051754393843,-0.002364154883444991,0.00329185777825991,0.022172467129208506,0.05287398180678493,0.29911317972133133,0.00329185777825991,0.31658423910127453,-1.4119974040986418,0.5630010677024634,True,True,True,False
LT.NS,-0.000545600733303675,-0.0861880109051879,-0.016390890202767183,-0.05045665325691184,-0.010495396252839795,0.3162012076507391,-0.016390890202767183,-0.5779196809628793,-0.9737149488641399,-0.023707957142676116,False,True,False,True
