Ticker,close,ret_1w,ret_1m,ret_3m,ret_6m,vol_6m,ema_3,ema_5,ema_8,ema_15,ema_20,ema_21,signal_3_8,spread_3_8_pct,signal_5_15,spread_5_15_pct,signal_5_20,spread_5_20_pct,signal_8_21,spread_8_21_pct,bullish_count,bearish_count,neutral_count,bullish_ratio,bearish_ratio,neutral_ratio,ensemble_score,avg_ema_spread_pct,upside_strength_pct,downside_strength_pct,Signal
ASIANPAINT.NS,2543.60009765625,0.08127878050071446,0.1364490011968098,-0.09605878387633826,0.09727793793557482,0.27961662143400257,2510.0336855066907,2476.019616841055,2431.9932727762325,2368.957229197916,2348.1691871735443,2345.6441492740078,1,3.2089074260214234,1,4.519388797888424,1,5.444685602974042,1,3.6812541889165162,4,0,0,1.0,0.0,0.0,1.0,4.213559003950102,4.213559003950102,0.0,Upside
ASTRAL.NS,1582.5,-0.02621375683091609,-0.04207021791767551,0.08197731549264753,0.11553646010907181,0.31462145848889533,1589.5960642890595,1592.1212963702762,1592.1232010220438,1594.205270147872,1596.558350059027,1596.8910519297638,-1,-0.1587274610006295,-1,-0.13072179703699227,-1,-0.2779136564965867,-1,-0.29857083249094085,0,4,0,0.0,1.0,0.0,-1.0,-0.21648343675628734,0.0,0.21648343675628734,Downside
DMART.NS,4589.39990234375,0.03178954639023157,0.21367748022200717,0.19818286881826674,0.09136299916083646,0.25655867455295245,4579.430227332814,4550.52466366502,4501.62842727812,4384.465261501034,4315.461936342692,4303.342110649211,1,1.728303464214087,1,3.787449375460117,1,5.446988776398332,1,4.607728401100686,4,0,0,1.0,0.0,0.0,1.0,3.8926175042933053,3.8926175042933053,0.0,Upside
AXISBANK.NS,1377.699951171875,0.01780435580719142,0.12181416302268411,0.06074830469237735,0.1707171079503904,0.2664870873710812,1365.9903223296083,1358.0201449867927,1343.479898472847,1316.198285084808,1306.2066358842944,1304.875475845719,1,1.6755311249799343,1,3.1774741219397606,1,3.9667161135972018,1,2.958475604893085,4,0,0,1.0,0.0,0.0,1.0,2.9445492413524956,2.9445492413524956,0.0,Upside
BSE.NS,3515.800048828125,0.06423294130618928,0.1823378835735594,0.2393541972858204,0.4360168186199749,0.4169264990574942,3490.266327810594,3451.2241804019236,3380.881533944528,3244.1379495930246,3176.723379178807,3165.5135016235076,1,3.2353926858373017,1,6.383397809420455,1,8.641004219072922,1,6.803573328957979,4,0,0,1.0,0.0,0.0,1.0,6.265842010822164,6.265842010822164,0.0,Upside
BAJAJ-AUTO.NS,9793.0,-0.0023431132844335956,0.07497255762897925,0.022287175739861054,0.07585828069211753,0.22369391705888586,9794.30253828717,9768.648473657282,9691.762811731767,9540.208173263625,9486.57038234156,9479.590547494387,1,1.0580090386784757,1,2.3945001644079422,1,2.9734464611234523,1,2.238200723695405,4,0,0,1.0,0.0,0.0,1.0,2.166039096976319,2.166039096976319,0.0,Upside
BAJFINANCE.NS,938.8499755859376,0.04438507462828456,0.0808772755318814,-0.0075057205179911435,-0.07879119152061875,0.3270839709623994,925.7861776561879,918.9958270409365,910.2529439983954,898.0731811305262,896.2836764225904,896.3616769716471,1,1.706474421226356,1,2.329726168202928,1,2.534035954888636,1,1.549739059983013,4,0,0,1.0,0.0,0.0,1.0,2.0299939010752333,2.0299939010752333,0.0,Upside
BAJAJFINSV.NS,1851.4000244140625,0.03528489283847369,0.04321861530117399,-0.07471637467720027,-0.08319302462220313,0.25799257025221756,1840.371738627644,1829.9490451421884,1812.8121457011296,1790.541501682413,1789.3936899927548,1790.0742107374942,1,1.5202674470087052,1,2.2008729438970143,1,2.266429985544316,1,1.2702230347348298,4,0,0,1.0,0.0,0.0,1.0,1.8144483527962163,1.8144483527962163,0.0,Upside
BAJAJHLDNG.NS,10329.0,0.04777845404747416,0.0689226948152748,-0.0383576948142631,-0.1541233314224879,0.3173112268709904,10316.2716256311,10241.626818696368,10115.523686494056,9943.606984139466,9917.37514688554,9917.960058114071,1,1.9845531023280127,1,2.9970998957647765,1,3.2695311713871744,1,1.991978463538513,4,0,0,1.0,0.0,0.0,1.0,2.5607906582546187,2.5607906582546187,0.0,Upside
BANDHANBNK.NS,176.1300048828125,0.056378632496544956,0.10370975482762868,0.21201483896716633,0.08327701098419671,0.398863277278964,175.2277193139044,173.68699990824095,170.99636160791016,167.08343125187957,165.97846294552338,165.8377402670092,1,2.4745308415957012,1,3.952258226254912,1,4.644299522913187,1,3.1106437730008096,4,0,0,1.0,0.0,0.0,1.0,3.5454330909411524,3.5454330909411524,0.0,Upside
